Marque,Prix,Localisation,Date_publication,Modèle,Année,Kilométrage,Carburant,Boîte vitesse,Puissance fiscale,Nombre de portes,Description
Volkswagen,20 000 TND,,,Passat,2007,220 000 km,Essence,Automatique,12 CV,4,Voiture sans moteur
Skoda,39 500 TND,,,Fabia,2022,100 000 km,Essence,Manuelle,5 CV,5,"SVP Contactez : 
Modele : skoda fabia
Annee : 2022
Km : 100.000
Emplacement : Sousse
Carburant : Essence 5cv
PRIX : 39.500 dt
toutes options,2vitres electriques, double cle, volants multifonctions, direction assistee, voiture jamais accidentee, abs, climatronic, propre, bien entretenu interieur et exterieur, tout dorigine, retroviseurs electriques , capteur de pluie, telephone integre par Bluetooth, ecran tactile,
CONTACTEZ le :"
Volkswagen,35 000 TND  Echange possible,,,Passat,2010,200 000 km,Essence,Manuelle,6 CV,5,"PASSAT B7 1.6 Essence
2010 /3
K 200
Vente ou echange possible
T:"
Peugeot,15 000 TND,,,206,2008,N/A,Essence,Manuelle,6 CV,5,"A vendre : Peugeot 206, ideale pour la ville et les trajets quotidiens.
La voiture est equipee dun moteur neuf
numero :"
Citroen,36 000 TND,,,C3,2018,94 000 km,Essence,Manuelle,4 CV,5,"???? A vendre : Citroen C3  1.2L Essence  2018 ( Mise en circulation : 27/12/2017 )
Kilometrage : 94 000 km
Boite : Manuelle
Couleur : Gris
Puissance fiscale : 4 CV
Carrosserie : Berline

Je mets en vente ma Citroen C3 1.2L Essence de 2018, en excellent etat general.
La voiture est propre, bien entretenue ( Suivi exclusivement chez Citroen ), economique et tres fiable. Ideale pour une utilisation quotidienne en ville ou pour les trajets longue distance.

 Caracteristiques principales :
Annee..."
Ford,26 500 TND  Echange possible,,,KA,2015,221 000 km,Essence,Manuelle,4 CV,5,"???? FORD KA 1 ere  main
???? ????????????????????????????????????????e ????&#039;e???????????????????????? ????
+216-20-873-862
???? prix 26.500
???? Disponible a ariana riadh el andalous ????
toutes options
annee 2015
boite manuelle
essence
4 cv
klm 221.000"
Renault,Prix non specifie,,,Clio,2007,N/A,Essence,Manuelle,5 CV,5,"Belle clio classique essence 5 CH 4 cylindres moteur symbole economique robuste jamais accidente annee 2007 tt option
Climatise ( en marche)
Direction assistee
Fermeture central
Vitres electrique
Double Airbag
Double cles
Tous les papiers en regle
Disp a fouchena TLF 52.846.130"
Hyundai,Prix non specifie,,,I10,2023,35 000 km,Essence,Manuelle,5 CV,5,"???? HYUNDAI GRAND I10 ????
????1er main ????
Toutes option
????35000 klm Certifie j&#039;accepte diagnostic chez maison hyundai
???? voiture tjrs sous garantie
????Motorisation 1.2 L
???? 05 CV Essence , 4 cylindre
????Double cle
????key less go
????Bouton start and Stop
???? Climatisation
???? 4 vitre electrique
???? Retroviseurs electriques/rabattables
???? Ecran tactile 8&quot; Android/auto+bluetooth/apple car play
???? Radar de recul
???? Camera de recul
???? Jante aluminium
???? Porte 12v..."
Volkswagen,Prix non specifie,,,Golf,2012,210 000 km,Essence,Manuelle,5 CV,5,"Golf 6 Essence
4 cylindres 1.4 L
Moteur Atmospherique
Le plus fiable
Model 2012
210 Kilometres certifier
Entretien maison avec facture
Carnet d&#039;entretien disponible...
Tres propre int et ext
Tous les vitres origine
Climatiseur fiable et puissant
Jantes aluminium origine
Les pneus propre
Roue de secours jamais servie
Plus +++ des options de confort .
Tel 20 520 730
Pas de message SVP ..."
Volkswagen,Prix non specifie,,,Polo,2001,N/A,Essence,Manuelle,4 CV,5,polo4 essence 4cv tout options 2001
Volkswagen,Prix non specifie,,,Golf,,N/A,Essence,Manuelle,,5,"Golf 4 1.4 essence
Salon cuir
Jant aluminium pneus neuf
Tt option
Prix tl:"
Citroen,Prix non specifie,,,C3,2020,100 000 km,Essence,Manuelle,4 CV,5,Citroen C3 ????
Peugeot,75 000 TND  Echange possible,,,3008,2018,179 000 km,Diesel,Automatique,6 CV,4,"Voiture toute option,,pour plus d&amp;#039;informations merci de me contacter"
MG,80 000 TND,,,MG RX8,2022,130 000 km,Essence,Automatique,9 CV,5,"MG ZS (Finition Trophy) : MOTEUR 1,3 litre, 3 cylindres, essence Turbocompresse

Puissance : 160 ch (DIN)

Puissance fiscale : 9 CV

Mise en circulation : 07/2022

Kilometrage : 129.000 km

Premiere main avec facture d&amp;#039;achat maison MG Tunis

Tous les entretiens de la voiture sont fait a la maison MG avec factures et carnet d&amp;#039;entretien.

Boite de vitesses : Automatique (6 rapports)

Toit panoramique, feux de jour LED, feux automatiques

4 vitres electriques, Sieges en similicuir..."
Kia,2 000 TND,,,SPORTAGE,2009,0 km,Diesel,Automatique,4 CV,5,Kia Sportage
Dacia,Prix non specifie,,,SANDERO,2015,181 000 km,Essence,Manuelle,5 CV,,"????Dacia Sandero
Essence
????5 ch
????Annee 2015
????181000klm
Climatiseur
Fermeture centrale
Assiste
Double airbage
1ere main
????Disponible a sousse
Contact"
Ford,Prix non specifie,,,FIESTA,2015,200 000 km,Essence,Manuelle,,5,"A vendre ford fiesta titanum 2015
Voiture en. Tres bonne etat bien entretenue 0 depense
Avec 200mkm certifie
Num: 50 553 325"
Hyundai,36 000 TND,,,VELOSTER,2013,188 000 km,Essence,Automatique,8 CV,3,"A vendre HYUNDAI Veloster Boite Auto , Peinture dorigine , Tres bien entretenue , 4 pneus neufs

Annee = 2013
Km = 188.000 km
PRIX =36 000 DT
Essence 1,6L 8Cv

OPTIONS
Boite auto
Feux de jour LED
Ecran multifonction couleur
Volant multifonction
Radar de recule Aide parking
Camera de recul
Kit muti media AUX - USB -WIFI
Direction assistee asservie a la vitesse
Echappement a double sortie
Jantes Al
Phares antibrouillard"
Suzuki,38 500 TND,,,Celerio,2023,35 400 km,Essence,Manuelle,4 CV,4,Voiture presque neuf tout les entretien effectue chez Maison Suzuki. Kite carosserie d&amp;#039;origine. Peinture d&amp;#039;origine
Toyota,138 000 TND,,,RAV4,2023,58 800 km,Hybride,Automatique,9 CV,5,"A vendre : Toyota RAV4 Hybride blanche  encore sous garantie
Annee : 2023
1ere main
Immatriculation : TU 235
Kilometrage : 58 800 km
Prix : 138 000 DT

Voiture en excellent etat, couleur blanche avec interieur en similicuir noir.

Options et equipements :
- Modes de conduite : Normal, Sport, Eco, EV Mode
- Airbags : frontaux, lateraux, rideaux, genoux
- Anti-patinage
- Assistance au freinage
- Radars avant et arriere, camera de recul
- Controle de pression des pneus
- Toit panoramique ouvrant
-..."
Mercedes,122 000 TND,,,Classe C,2018,186 000 km,Diesel,Automatique,6 CV,5,"Mercedes C180d annee 2018 , 6cv diesel , bien entretenue, voiture directeur , importee de l&amp;#039;Allemagne 2021 , immatricule xxxx Tunis 256 .
Pour plus d&amp;#039;information , contacter le"
Volkswagen,72 000 TND,,,Golf 7,2017,116 000 km,Essence,Manuelle,6 CV,5,"???? Tres bon etat general
Details du vehicule :
Marque / Modele : Volkswagen Golf 7
Finition : Confortline
Annee : 06/2017
Motorisation : Essence 1.2 TSI  6 CV fiscaux
Boite de vitesses : Manuelle 6 rapports
Kilometrage : 116 000 km (a la date de lannonce)
Couleur : Gris Champagner (Volkswagen)
Proprietaire : Premiere main
Entretien : Suivi a jour chez le concessionnaire (carnet disponible)
???? Equipements et options :
Camera de recul
Climatisation automatique
Jantes en alliage
Volant multif..."
Dacia,75 000 TND,,,AUTRE,2022,80 000 km,Essence,Manuelle,5 CV,5,"???? A vendre : Dacia Sandero Stepway 1.0 TCE 90  2022
Je mets en vente ma Dacia Sandero Stepway, mise en circulation en 03/2022.
Cest une voiture compacte, economique et ideale pour la ville comme pour les deplacements quotidiens.
???? Disponible a Tabarka
Caracteristiques :
Marque : Dacia
Modele : Sandero Stepway
Annee : 2022
Kilometrage : 80 000 km
Motorisation : 1.0 TCE  90 ch
Carburant : Essence
Boite : Manuelle
Portes : 5
Couleur : Noir
Puissance fiscale : 5 CV
???? Prix : 75 000 DT  n..."
Toyota,65 000 TND,,,Autres,2021,154 000 km,Diesel,Manuelle,4 CV,2,"???????? Foday 44 a vendre  Tres propre !
A vendre : Foday 44 en excellent etat, robuste et pret pour tous types de routes.
Ce vehicule est connu pour sa fiabilite, sa puissance, et son confort, ideal aussi bien pour la ville que pour les trajets difficiles.
???? Etat : Tres bon
???? 4x4 puissant + economique
???? Ideal ville + routes difficiles
???? Moteur Volkswagen performant et economique
???? Transmission 4x4 pour une parfaite adherence
???? Carrosserie Toyota Hilux solide et interieur p..."
Peugeot,25 500 TND,,,208,2016,160 000 km,Essence,Manuelle,5 CV,5,"PEUGEOT 208????
1er main
toutes options
annee 11 /2016
km 160
Tu 191
1.2
5 cv
Essence"
Dacia,40 000 TND,,,DUSTER,2015,78 000 km,Essence,Automatique,9 CV,5,"A vendre Renault Duster importe du Golfe
Annee 2015
Kilometrage 78000
Toutes options
Gentes Aluminium
Clima
Vitres teintees electrique
Premiere main
Contact :  /"
Peugeot,26 000 TND,,,508,2011,0 km,Diesel,Automatique,6 CV,5,A vendre 508 tt option tel 58.432.687
Fiat,13 000 TND,,,PUNTO,1996,0 km,Essence,Manuelle,4 CV,4,A vendre fiat Punto 4 porte tel 22 .765.099
Hyundai,29 000 TND,,,I10,2017,94 000 km,Essence,Manuelle,4 CV,5,"I10 4 1 ere main ch 4 cylindres 94000km faible consommation, clim, chauffage, vitre electrique avant,"
Mercedes,149 000 TND,,,GLC,2015,37 000 km,Diesel,Automatique,9 CV,5,"Glc 220 d finition AMG, excellent etat, premiere main, origine France, douane payee."
Mini,25 500 TND,,,AUTRE,2006,200 000 km,Essence,Manuelle,7 CV,2,"Mini Cooper R50  1.6 essence  7CV  203 000 km
Mini Cooper R50 annee 2006
en tres bon etat, gris metallise.
Carrosserie propre ( sauf quelques micro rayures ) , interieur soigne, moteur bmw tres fiable.
Toujours entretenue,
Conduite dynamique et economique.
 1.6 essence  7CV
 203 000 km
 Clim, ABS/airbags, jantes en aluminium
 Tres economique, ideale en ville
Les bougies , les pneus , les plaquettes de freins , la batterie et la chaine sont changes recemment 
Vidange faite a 200000km..."
Volkswagen,29 500 TND,,,Polo,,294 000 km,Essence,Manuelle,5 CV,,"Annee 2010
Moteur 1.4
5 ch essence
4 cylindre
Km 294000 km
Avendre /Echange
Tel 

Disponible a ibn sina tunis"
Peugeot,9 000 TND,,,207,2011,103 000 km,Diesel,Manuelle,5 CV,5,"207 sw sans carte grise
1.6 hdi"
Renault,Prix non specifie,,,Clio,2004,N/A,Essence,Manuelle,4 CV,,"4 cv 4 cylindre
Annee 2004
Climatiseur en marche
Fermeture central
Kharhba nthifa zero massrouf dhenet edar"
Mercedes,105 000 TND  Echange possible,,,Classe A,2019,69 600 km,Essence,Manuelle,7 CV,5,Merce des Benz A180 i amg line
Seat,43 800 TND,,,Ibiza,2020,118 000 km,Essence,Manuelle,5 CV,5,"Seat IBIZA
telephone 56.088.520
modele fin 2020
premier main
 kilometrage 118.000
poste tactile
jantes alu 16 pouces
antibrouillards
climat tonic
retroviseur rabat able
radar de recul"
Toyota,38 000 TND,,,Yaris,2015,174 000 km,Essence,Manuelle,5 CV,5,Voiture toute d&amp;#039;origine
Citroen,32 000 TND  Echange possible,,,BERLINGO,2012,267 km,Diesel,Manuelle,5 CV,3,"???? A VENDRE : Citroen Berlingo B9  2012 (Serie Tunisienne 2016  226) ????
Tres propre  Options completes  Pieces dorigine

Citroen Berlingo B9 annee 2012, passee en serie tunisienne en 2016 (226).
Vehicule en excellent etat, tout dorigine, avec un interieur (salon) 100% dorigine.
Kilometrage : 267 000 km.

 Options &amp;amp;amp; Confort :
 Climatisation
???? Direction assistee
???? Vitres electriques
???? 3 places sur la carte grise
???? Mecanique impeccable  pieces dorigine
???..."
Peugeot,25 000 TND  Echange possible,,,308,2009,203 000 km,Essence,Manuelle,6 CV,4,"Numero de telephone 
A vendre Peugeot 308 fin 2009 essance 1.4
Deuxieme main ????6 Ch
Kilometrage 203 alf certifie
gine Peugeot
Climatiseur marche glace c    sigle Peugeot
Systeme alarme
4 vitre electrique
4 jante aluminium d&amp;amp;#039;origine Peugeot
Poste d&amp;amp;#039;or
iammande de vitesse
Retroviseur electriques
Mouteur et tola jamais touche
     
Retsecours amin neuf
Salon cuir d&amp;amp;#039;origine
   "
Mahindra,27 000 TND,,,KUV 100,2019,130 000 km,Essence,Manuelle,5 CV,5,"ABS
Esp
04 roue neuf avec facture
Batterie avec facture et garantie
04 vitres electrique
Volant multifonctions"
Renault,33 500 TND,,,Clio,2023,43 000 km,Essence,Automatique,4 CV,5,"etat : tres propre, carnet dentretien complet ????
options : voiture tout option, tout en marche 
peinture : 100% dorigine ????
particularite : voiture populaire, economique et fiable"
Volkswagen,Prix non specifie,,,Golf,2015,115 000 km,Essence,Manuelle,5 CV,5,Voiture tres Propre plusieurs option Kit R-Line Lounge.
Opel,5 500 TND,,,Kadett,,N/A,Essence,Manuelle,,,"    

55 553 706"
Citroen,Prix non specifie,,,BERLINGO,2006,218 000 km,Diesel,Manuelle,4 CV,2,karahba ndhifa 0 masrouf
Fiat,Prix non specifie  Echange possible,,,500,2017,150 000 km,Essence,Manuelle,4 CV,,"Fiat 500
1ere main
Modele : 2017
Kilometrage : 150.000
Puissance fiscale : 4 ch
Energie : essence
toit panoramique
Full option
Possibilite echange
Tel:"
Volkswagen,13 200 TND,,,Polo,2000,N/A,Essence,Manuelle,,5,"Polo3 1.4
karhbandhifa kahlijiya
Assiste fermeture centralisee
Pour plus information tel 24 086 834"
Dacia,13 000 TND,,,LOGAN,2011,300 000 km,Diesel,Manuelle,5 CV,4,"Cause depart, vend Dacia logan en bon etat
Pour plus de details, contactez moi au  watsap"
Volkswagen,40 000 TND,,,Polo,2019,198 000 km,Essence,Manuelle,4 CV,4,"A vendre : Superbe Volkswagen Polo 8, mise en circulation en Juillet 2019.
Cette voiture est ideale pour la ville et les longs trajets grace a sa motorisation 4 CV Essence economique et fiable.
 Etat : Irreprochable ! Toujours tres bien entretenue, interieur et exterieur extremement propres.
 Performance : Moteur en tres bonne sante, aucun frais mecanique a prevoir.
 Prix : 40 000 TND (Legerement negociable devant la voiture)."
Fiat,37 000 TND,,,PANDA,2022,130 000 km,Essence,Manuelle,4 CV,5,"panda city cross
toute options
modele 2022
130.000 km
essence
4 chevaux
climatiseur en marche"
Hyundai,Prix non specifie,,,I20,2021,164 000 km,Essence,Manuelle,5 CV,5,"5cv 4cylindres
164 000 km
Start/Stop
Aide au demarrage en cote (Hill Assist)
Jantes 17 pouces
Roue de secours jamais utilisee
Vitres 100% d&#039;origine
Peinture d&#039;origine
Version High Grade : clim automatique, ecran multimedia, camera de recul, feux LED V Entretien regulier
Conduite confortable, stable et economique
Num"
Fiat,31 000 TND,,,FIORINO,2022,190 000 km,Diesel,Manuelle,5 CV,3,"A vendre Fiat Fiorino 1ere main 5ch Diesel 190mkm 2022 27 061 717 double cle climatisation en marche voiture zero masrouf , prix 31.000mdt negociable disponible a Tunis Menzah 9"
Peugeot,26 500 TND,,,308,2008,195 000 km,Essence,Automatique,5 CV,5,"???? PEUGEOT 308, BOITE AUTO, PACK PREMIUM ????
 90 443 710 
Voiture importee du Koweit ( ), ancienne RS avec boite automatique (mode sport et neige integre a la boite).
2 cles originaux
Batterie et 4 bougies neuves (Facture disponible)
Annee : 06/2008
Kilometrage : 195000
Moteur : 1.6L (4 cylindres)
Energie : Essence
 Regulateur/limitateur de vitesse
 Systeme de controle electronique ESP
 Radar de recul
 Capteur de pluie (Activation automatique des essuies glace..."
Opel,33 800 TND,,,Corsa,2023,N/A,Essence,Manuelle,5 CV,5,"A vendre Opel corsa annee fin 2022 motorisation 3cylindre et 5cv kilometrage 200000 une version toute options
Une opportunite a saisir !!! Legerement negociable devant la voiture
Tel"
Citroen,Prix non specifie  Echange possible,,,C3,2009,N/A,Essence,Manuelle,5 CV,5,"  
  
Citroen c3
Model 2009
4 cilindre
5 chv
Tout option"
Volkswagen,Prix non specifie,,,Polo,2022,104 000 km,Essence,Manuelle,5 CV,5,Polo sedan modele 2022 peinture d&#039;origine machiya 104000km 5 cv moteur 1.4 quatre pneus neuf etat d&#039;origine tel
Volkswagen,62 000 TND,,,Polo,2024,20 000 km,Essence,Manuelle,6 CV,5,"Volkswagen Virtus
Prix 62 MD
Premiere main , etat neuf , sans aucune rayure .
Annee 12/2023
Kilometrage 20.000
Boite manuelle 06 rapport
Full Led
Jante allu 16&amp;quot;
Ecran tactil , android car play ...
Radar de recul
04 vitres electrique ...
Visible a Sousse
23 530 960"
Mahindra,30 000 TND,,,KUV 100,2022,51 000 km,Essence,Manuelle,4 CV,2,"A vendre : Mahindra KUV 100
???? Annee : 2022
???? Lieu : Tunis, Ariana
 Boite : Manuelle
???? Puissance : 5 CV
 Kilometrage : 51.000(possibilites diagnostic dachat )
???? Prix : A discuter
peinture d&amp;#039;origine, voiture a l&amp;#039;etat origine
 Moteur propre et economique
 Interieur soigne, entretien regulier, Radar de recul
vitres electriques, vitres d&amp;#039;origines, commande multifonction,climatise
???? 92.195.324
???? Disponible a soukra chotrana 01"
Volkswagen,Prix non specifie,,,Polo,2011,294 800 km,Essence,Manuelle,4 CV,2,A vendre polo 7 essence Modele 2011 kilometrage 294800 TLF
Kia,84 000 TND,,,AUTRE,2020,71 000 km,Essence,Automatique,8 CV,5,"KIA Seltos 1 ere main Comme neuve 71000 km
84 000 TND  1069
Annee decembre 2020
71 000 Km
4 cylindres Essence
Boite auto
Retroviseurs rabbatables
Camera de recul
Peinture d&#039;origine
Entretien regulier chez KIA avec carnet a l appui
Tel : 52 222 146"
Chery,50 000 TND,,,Tiggo,2019,160 000 km,Essence,Manuelle,8 CV,4,  3
Mercedes,27 000 TND,,,Classe C,2010,140 000 km,Diesel,Manuelle,8 CV,5,"Mercedes c220
Climatiseur en marche
140 km certifie
4 vitre electrique
Salon cuir
Moteur et carrosserie en bon etat
Boite 6
8ch mazout
4 3jal jdod
Kol chy a l&#039;origine pour plus d&#039;information contactez nous a: tel 
Disponible a sidi Bouzid center"
Citroen,30 000 TND,,,C1,2018,90 000 km,Essence,Manuelle,4 CV,5,Citroen c1 2018 penture origine premier main klm:90alf .tel:28.880.430
MG,52 000 TND  Echange possible,,,MG RX8,2018,117 000 km,Essence,Automatique,9 CV,4,"Mg gs
2018
Essence
9cv
Num:"
Citroen,24 000 TND,,,JUMPY,2010,314 000 km,Diesel,Manuelle,7 CV,4,"Citroen Jumpy 2010  Diesel  Excellent etat.
Bien entretenu et aucune depense a prevoir."
Renault,Prix non specifie,,,Clio,2010,188 000 km,Essence,Manuelle,4 CV,2,"???? Clio 3 ???? phase //2 voiture en excellente etat 
 serie tu ???????? 142.
4 cylindres moteur symbole essence 
 Modele 2010  ????kilometrage 188 certifie
 tout option 
???? Peinture d&amp;#039;orgine jamais touche et tout les vitres d&amp;#039;orgine 
__ prix negociable pour le serieux sur place
????????????????"
Renault,Prix non specifie,,,Kangoo,2003,N/A,Essence,Manuelle,5 CV,5,"Congo mazot 2003.
 . 5cv."
Ford,17 500 TND  Echange possible,,,FOCUS,2004,17 500 km,Essence,Manuelle,6 CV,5,"Ford focus toute option a vendre ou echange
Essence 1.4
4cv
4 Vitre electrique
ABS
Assiste
Fermeture central
Chofage clim menque charge
gante alu
4 rous neuf
Poste dorigine CD bleutouth
retreuviseure rabatable
Papier en regle
Fin 2004
,nemero telephone 
Prix 17500 negotiable
Lieux mateur
   "
Mercedes,58 000 TND,,,Classe A,2016,120 000 km,Essence,Automatique,6 CV,5,Couleur noir - Entretien Maison Mercedes
Toyota,102 TND,,,Yaris,2024,20 km,Hybride,Automatique,5 CV,4,"a vendre Toyota Yaris cross essence hybride
20.000km"
Renault,26 000 TND,,,Megane,2009,203 000 km,Diesel,Manuelle,5 CV,5,suite a mon travail pres de maison et manque de navette quotidienne je mets ma megane dci pour le remplacer par voiture essence
Ford,27 000 TND,,,FIESTA,2014,220 000 km,Essence,Manuelle,5 CV,5,Ford fiesta serie 172 en tres bonne etat a vendre
Peugeot,30 000 TND  Echange possible,,,208,2015,113 000 km,Essence,Manuelle,5 CV,5,Voiture propre
Renault,41 500 TND,,,Clio,2019,189 000 km,Essence,Manuelle,5 CV,4,"A vendre Renault clio 11-2019, 1.2 4 cylindres 5 Cv avec 189000km
La voiture 1ere main en bon etat interieur et exterieur, tous les entretiens sont effectues a temps. 4 nouvelles Roues. 9/2025.
Veuillez m&#039;appeler au 22 97 84 89"
Fiat,23 000 TND,,,GRANDE PUNTO,2009,310 000 km,Essence,Manuelle,5 CV,5,Fiat grande Punto tres bon etat 1ere main parachoks renoves
Land rover,85 000 TND  Echange possible,,,EVOQUE,2013,165 000 km,Essence,Automatique,11 CV,4,Forsa une belle range rover evoque
Audi,23 000 TND  Echange possible,,,A4,2003,127 000 km,Essence,Manuelle,7 CV,5,"Audi a4 b6 essence modele 2003,etat propre et d&amp;amp;#039;origine"
Ford,38 000 TND,,,ECOSPORT,2020,233 000 km,Essence,Automatique,6 CV,5,"Ford ecosport TITANIUM BVA en tres bonne etat prix imbattable juste nheb nbi3 38 000
56 797 224"
Hyundai,Prix non specifie,,,I10,2023,N/A,Essence,Manuelle,5 CV,5,"hyundai I10 model 2023/08/12
klm certifie 4 cylindres + 5ch
Jaccepte diagnostique pour confirmer
Toute en marche tout neufffffff
(      )

    
Num"
Hyundai,35 500 TND,,,I10,2023,92 km,Essence,Manuelle,5 CV,5,Hyndai i10 sedon tout options 4cyl
Ford,Prix non specifie,,,FOCUS,2010,194 000 km,Essence,Manuelle,5 CV,5,"Av une belle Ford Fusion
1ere main ????
????5 places, 4 portes????
Energie : Essence 
????Puissance fiscale: 5cv ????
????Annee: fin 2010????
????kilometrage: 194 km????
Vitre electrique et dorigine 
Fermeture centrale 
Retroviseur electrique 
Climatiseur en marche glass 
Volant Assiste 
Interieur tous d&#039;origine et propre 
4 pneus neufs
Moteur excellant 
Disponible seulement a: ???? Kairouan centre ville ????????Pour plus d&#039;informations veuillez me contacter a cett..."
Kia,38 000 TND,,,RIO,2017,153 000 km,Essence,Manuelle,5 CV,5,"Kia rio sedan
1 er main
Annee 2017
153000 km
5 cv
Equipe par Radar de recul
4 vitres electriques
4 pneus good year neuf
Prix negociable
Tel: 24 951 512"
Kia,39 500 TND,,,RIO,2017,220 000 km,Essence,Manuelle,5 CV,5,"???? KIA Rio sedan

-????prix : 39500

-annee : 11/2017
-serie : 201
-puissance fiscale : 5 Chv
-cylindree : 4 cylindre
- puissance : 1.2
-kilometrage : 220000
-boite manuel
-vitres : 4 vitres electriques
- energie : essence

????Voiture tres Propre et tres bien entretenue

Tel &amp;amp; WhatsApp : 22 070 070"
Chery,72 000 TND  Echange possible,,,Tiggo,2022,79 000 km,Essence,Automatique,9 CV,5,"Tigoo 7 pro model 2022 mechya 79000km mazrlet jdida.
Numero"
Fiat,24 000 TND  Echange possible,,,DOBLO,2016,500 000 km,Diesel,Manuelle,5 CV,2,"Nthifa barcha premier main
0 masrouf"
Fiat,19 000 TND,,,AUTRE,2015,270 km,Essence,Manuelle,5 CV,4,"Bon etat climatise
Moteur origine
Entretien regulier"
Chevrolet,22 000 TND,,,AVEO,2008,159 000 km,Essence,Manuelle,5 CV,5,"???? A vendre : Chevrolet AVEO LS  Modele 2008
???? Kilometrage : 159 000 km
???? Etat : Excellent, toujours bien entretenue.
 Caracteristiques :
 4 cylindres;
 5 chevaux essance;
 Pneus neufs + roue de secours incluse;
 Interieur et accoudoir refaits en semi-cuir;
 Climatisation parfaitement fonctionnelle;
 Entretien regulier et suivi.
???? Voiture livree avec double cle.
Fiable, economique et prete a prendre la route.
Localisation: Menzah 5 Tunis.
Tel: ."
Volkswagen,43 000 TND,,,Polo,2018,144 000 km,Essence,Manuelle,4 CV,5,Polo sedan premiere main presque neuve annee 2018.machia 144000km. Veuillez me contacter sur le numero
Volkswagen,43 000 TND,,,Passat,2008,128 000 km,Essence,Manuelle,7 CV,5," 50 307 994. Prix : 43.000
Premiere main km 128.000 reel!!!!!
Moteur 1.6 essence 7cv 4 cyldre
2008
5 pneu Michelin neuf!!!
Voiture tres propre"
Peugeot,13 000 TND,,,Expert,2001,99 999 km,Diesel,Manuelle,7 CV,2,"Peugeot expert 1 6place
Mouteurha ndhif
Toula mfihech souss
Batterie jdida
3jali jdoud"
Kia,Prix non specifie,,,RIO,2022,81 000 km,Essence,Manuelle,5 CV,5,"KIA RIO COUPE BOITE MANUELLE

PREMIERE MAIN EN TRES BON ETAT

VOITURE A L&amp;#039;ETAT ORIGINE JAMAIS

TOUCHEE

CLIMATISEUR EN FONCTION

4 VITRES ELECTRIQUES

ANTI BROUILLARD

JANTES EN ALUMINIUM

BLOO TOUTH TELEPHONE MAIN LIBRE

FERMETURE CENTRALISEE

CONNECTIVITE AUX

VISIBLE A BIZERTE"
Kia,34 500 TND,,,PICANTO,2020,98 000 km,Essence,Manuelle,4 CV,4,"Kilometrage :98000km
*Puissance : 04 CV
EQUIPEMENTS
*Aide de demarrage en Cote HAC
*Allumage automatique des feux
*Climatisation manuelle
*Direction assistee
*Fermeture centralisee
*Vitre electrique avant/arriere
*Volant reglable en hauteur
* Retroviseurs rabattables electriques
* Alarme antivol
*Double des clefs.
EQUIPEMENTS INTERIEUR
*Auto radio :Commande au volant
*Connectivite : USB/Aux/Bluetooth
*Volant multifonction
EQUIPEMENTS DE SECURITE
*ABS
*Airbag frontaux
*Anti patinage : ESP
Voit..."
Ssangyong,Prix non specifie,,,Tivoli Xlv,2017,94 000 km,Essence,Automatique,8 CV,5,"Belle ssang yong xlv annee2017
essence 4cylindre 1,6 boite auto 8chv
94 certifier tt entertien chez maison ,
tt option etat dorigine aucune rayure .
Tel"
Peugeot,24 800 TND,,,Autres,2019,146 000 km,,Manuelle,5 CV,5,"A vendre
Peugeot 301
Annee 06/2019
146.000 km
Climatiseur en marche
Prix 24.800
Ben arous
51.314.000
(    )"
Mazda,Prix non specifie,,,MAZDA2,2016,145 000 km,Essence,Manuelle,6 CV,5,"A vendre Mazda 2 skyactiv essence annee 2016 klm 145 boite 6 tres tres bon etat tt options :
- vitre electrique
- fermeture centrale a distance
- climatiseur en marche
- systeme start stop
- Jante alu
- Camera de recul
-Volant multifonctions
- limiteur de vistesse
-regulateur de vitesse
- Fermeture centralisee a distance
-feux antibrouillard
- capteur de luminosite et plui
- Systeme audio avec autoradio, AUX,USB
CONNECTIVITE BLUETOOTH
- Volant reglable en hauteur et profendeur
Tel : 25 254 665"
Mercedes,89 000 TND,,,Classe C,2015,245 000 km,Essence,Automatique,,,"Mercedes benz c180 essence kit Amg modele fin 2015 56.088.520
Kilometrage 245"
Volkswagen,Prix non specifie,,,Polo,2007,202 000 km,Essence,Manuelle,5 CV,5,"VOLKSWAGEN POLO 6

 Caracteristiques :
 Mise en circulation :2007
 Kilometrage :202.000
 Premiere main

 Les options :
 Toutes options
 AirBag
 Climatiseur
 Double cle

Un vehicule economique, fiable et bien entretenu
 Contact :"
Renault,39 500 TND,,,Clio,2020,90 000 km,Essence,Manuelle,5 CV,4,"Clio 4 life plus annee fin 2019
Serie 209
Moteur symbole
Km : 90 000
1 ere main 
Peinture ???? d&#039;origine sauf porte chauffeur qq retouche
Tt options
Chaine recemment change
Vidange complet

N :  whats app aussi"
Fiat,Prix non specifie,,,PUNTO,1998,297 000 km,Essence,Manuelle,4 CV,5,"fiat punto
4 chv essence
Modele 1998
double cle ????
machya 297 klm
"
Mercedes,Prix non specifie,,,Autres,1994,350 000 km,Essence,Manuelle,8 CV,5,"Mercedes w202
8cv essence
Annee 1994
Km 350 alf
Tel 26 44 00 19"
Volkswagen,22 000 TND,,,Polo,2008,N/A,Essence,Manuelle,5 CV,,"contacte : 54 715 716 ou 21 745 002
22 mille dinars
Polo 6 essence double arbracam
5ch essence Annee 2008"
